referrer,views_total,views_unique
Google,200,135
vmware.github.io,158,59
community.broadcom.com,48,21
github.com,38,18
Bing,22,10
statics.teams.cdn.office.net,8,3
youtube.com,4,3
DuckDuckGo,1,1
ecosia.org,1,1
licensecounter.jp,1,1
