referrer,views_total,views_unique
Google,260,135
vmware.github.io,156,38
github.com,87,21
Bing,22,13
teams.public.onecdn.static.microsoft,11,9
blogs.vmware.com,9,3
github-vcf.devops.broadcom.net,9,1
confluence.int.abnamro.com,8,2
DuckDuckGo,6,2
youtube.com,5,1
