referrer,views_total,views_unique
vmware.github.io,230,55
Google,142,80
github.com,109,27
Bing,45,18
kagi.com,10,2
youtube.com,4,4
DuckDuckGo,3,2
statics.teams.cdn.office.net,3,2
blogs.vmware.com,2,1
github-com.translate.goog,2,1
