referrer,views_total,views_unique
vmware.github.io,198,55
Google,140,79
github.com,113,25
Bing,45,17
youtube.com,3,3
statics.teams.cdn.office.net,3,2
DuckDuckGo,2,2
blogs.vmware.com,2,1
github-com.translate.goog,2,1
static.rainfocus.com,1,1
