referrer,views_total,views_unique
vmware.github.io,281,60
github.com,89,27
Bing,24,14
Google,18,13
DuckDuckGo,6,2
confluence.int.abnamro.com,3,1
youtube.com,2,2
vmware-github-io.translate.goog,2,1
blogs.vmware.com,1,1
ecosia.org,1,1
