referrer,views_total,views_unique
vmware.github.io,238,60
github.com,132,24
Google,90,43
Bing,46,17
DuckDuckGo,6,3
statics.teams.cdn.office.net,3,2
youtube.com,2,2
github-com.translate.goog,2,1
search.brave.com,2,1
vmware-github-io.translate.goog,1,1
