referrer,views_total,views_unique
Google,216,116
vmware.github.io,152,61
community.broadcom.com,36,19
github.com,34,13
Bing,26,14
statics.teams.cdn.office.net,4,1
DuckDuckGo,2,2
web.arattai.in,2,2
youtube.com,2,2
search.brave.com,1,1
