url_path,views_total,views_unique
/vmware/Holodeck,133,79
/vmware/Holodeck/issues,96,40
/vmware/Holodeck/issues/138,35,20
/vmware/Holodeck/issues/122,31,25
/vmware/Holodeck/discussions/119,26,16
/vmware/Holodeck/issues/91,19,18
/vmware/Holodeck/blob/main/docs/offline_depot.md,18,14
/vmware/Holodeck/blob/main/docs/index.md,17,14
/vmware/Holodeck/blob/main/docs/release_notes.md,15,12
/vmware/Holodeck/discussions/103,14,12
