referrer,views_total,views_unique
vmware.github.io,169,42
Google,148,88
github.com,87,23
Bing,42,18
kagi.com,22,3
youtube.com,5,4
DuckDuckGo,2,2
blogs.vmware.com,2,1
github-com.translate.goog,2,1
static.rainfocus.com,1,1
