referrer,views_total,views_unique
vmware.github.io,228,65
github.com,138,27
Google,100,51
Bing,47,18
DuckDuckGo,4,3
statics.teams.cdn.office.net,3,2
youtube.com,2,2
github-com.translate.goog,2,1
search.brave.com,2,1
static.rainfocus.com,1,1
