referrer,views_total,views_unique
vmware.github.io,158,40
Google,143,86
github.com,52,22
Bing,26,19
kagi.com,22,3
youtube.com,4,3
DuckDuckGo,2,2
blogs.vmware.com,2,1
static.rainfocus.com,1,1
