referrer,views_total,views_unique
vmware.github.io,205,54
Google,150,80
github.com,106,24
Bing,46,18
youtube.com,3,3
DuckDuckGo,3,2
statics.teams.cdn.office.net,3,2
blogs.vmware.com,2,1
github-com.translate.goog,2,1
static.rainfocus.com,1,1
