referrer,views_total,views_unique
vmware.github.io,261,61
github.com,74,22
Google,43,23
Bing,21,15
DuckDuckGo,4,1
confluence.int.abnamro.com,3,1
search.brave.com,2,1
vmware-github-io.translate.goog,2,1
blogs.vmware.com,1,1
github-vcf.devops.broadcom.net,1,1
