referrer,views_total,views_unique
vmware.github.io,247,45
Bing,83,18
Google,64,19
github.com,64,15
youtube.com,29,5
statics.teams.cdn.office.net,3,3
DuckDuckGo,3,2
safe.menlosecurity.com,2,2
confluence.int.abnamro.com,2,1
static.rainfocus.com,2,1
