referrer,views_total,views_unique
Google,234,124
vmware.github.io,134,36
github.com,70,17
Bing,17,10
blogs.vmware.com,15,5
teams.public.onecdn.static.microsoft,9,8
confluence.int.abnamro.com,8,2
DuckDuckGo,6,2
youtube.com,5,1
community.broadcom.com,2,2
