referrer,views_total,views_unique
vmware.github.io,248,45
Bing,81,17
github.com,64,16
Google,54,18
youtube.com,27,5
statics.teams.cdn.office.net,3,3
DuckDuckGo,3,2
safe.menlosecurity.com,2,2
confluence.int.abnamro.com,2,1
static.rainfocus.com,2,1
