referrer,views_total,views_unique
Google,228,145
vmware.github.io,128,50
github.com,45,23
Bing,29,14
tocaro.im,6,3
statics.teams.cdn.office.net,5,4
community.broadcom.com,4,3
linkedin.com,3,2
search.brave.com,3,2
wiki.telekom.de,3,1
