referrer,views_total,views_unique
vmware.github.io,230,63
github.com,125,23
Google,68,33
Bing,42,16
DuckDuckGo,5,2
youtube.com,3,3
statics.teams.cdn.office.net,3,2
github-com.translate.goog,2,1
search.brave.com,2,1
vmware-github-io.translate.goog,1,1
