referrer,views_total,views_unique
Google,201,112
vmware.github.io,185,53
github.com,37,21
Bing,12,9
DuckDuckGo,7,2
community.broadcom.com,6,6
youtube.com,6,3
statics.teams.cdn.office.net,5,3
