referrer,views_total,views_unique
Google,264,137
vmware.github.io,157,35
github.com,81,19
Bing,22,13
teams.public.onecdn.static.microsoft,11,9
blogs.vmware.com,9,3
github-vcf.devops.broadcom.net,9,1
confluence.int.abnamro.com,7,1
DuckDuckGo,6,2
youtube.com,5,1
