referrer,views_total,views_unique
Google,203,130
vmware.github.io,88,44
github.com,29,17
Bing,11,6
blogs.vmware.com,7,3
search.brave.com,7,2
teams.public.onecdn.static.microsoft,5,2
youtube.com,5,1
community.broadcom.com,4,2
confluence.int.abnamro.com,1,1
