referrer,views_total,views_unique
vmware.github.io,275,58
github.com,63,25
Google,17,12
Bing,17,11
DuckDuckGo,6,2
confluence.int.abnamro.com,3,1
search.brave.com,2,1
vmware-github-io.translate.goog,2,1
blogs.vmware.com,1,1
github-vcf.devops.broadcom.net,1,1
