referrer,views_total,views_unique
vmware.github.io,179,45
Google,137,81
github.com,91,24
Bing,45,19
kagi.com,22,3
youtube.com,5,5
statics.teams.cdn.office.net,3,2
DuckDuckGo,2,2
blogs.vmware.com,2,1
github-com.translate.goog,2,1
