referrer,views_total,views_unique
Google,211,117
vmware.github.io,149,60
community.broadcom.com,35,18
github.com,34,13
Bing,21,12
statics.teams.cdn.office.net,4,1
DuckDuckGo,2,2
web.arattai.in,2,2
youtube.com,2,2
search.brave.com,1,1
