referrer,views_total,views_unique
Google,143,80
vmware.github.io,127,38
github.com,43,20
Bing,24,17
kagi.com,22,3
youtube.com,4,3
blogs.vmware.com,2,1
DuckDuckGo,1,1
claude.ai,1,1
statics.teams.cdn.office.net,1,1
