referrer,views_total,views_unique
vmware.github.io,205,46
Google,134,77
github.com,91,23
Bing,46,19
kagi.com,17,3
youtube.com,5,5
statics.teams.cdn.office.net,3,2
DuckDuckGo,2,2
blogs.vmware.com,2,1
github-com.translate.goog,2,1
