referrer,views_total,views_unique
vmware.github.io,265,43
Google,225,102
github.com,29,19
Bing,7,6
linkedin.com,2,1
statics.teams.cdn.office.net,2,1
DuckDuckGo,1,1
youtube.com,1,1
