referrer,views_total,views_unique
Google,190,123
vmware.github.io,150,52
community.broadcom.com,52,25
github.com,40,21
Bing,21,11
statics.teams.cdn.office.net,8,3
youtube.com,5,2
DuckDuckGo,1,1
ecosia.org,1,1
licensecounter.jp,1,1
