referrer,views_total,views_unique
vmware.github.io,148,40
Google,128,68
github.com,42,20
Bing,26,18
kagi.com,22,3
youtube.com,4,3
DuckDuckGo,1,1
claude.ai,1,1
statics.teams.cdn.office.net,1,1
