referrer,views_total,views_unique
vmware.github.io,236,45
Bing,69,13
github.com,68,20
Google,47,17
youtube.com,25,4
statics.teams.cdn.office.net,3,3
DuckDuckGo,3,2
safe.menlosecurity.com,2,2
confluence.int.abnamro.com,2,1
static.rainfocus.com,2,1
