url_path,views_total,views_unique
/vmware/Holodeck/issues,130,50
/vmware/Holodeck,118,79
/vmware/Holodeck/issues/10,40,27
/vmware/Holodeck/actions,36,2
/vmware/Holodeck/blob/main/docs/index.md,34,21
/vmware/Holodeck/issues/91,33,30
/vmware/Holodeck/blob/main/docs/offline_depot.md,28,23
/vmware/Holodeck/issues/141,27,23
/vmware/Holodeck/issues/122,27,21
/vmware/Holodeck/issues/151,24,21
