referrer,views_total,views_unique
Google,144,82
vmware.github.io,132,40
github.com,37,17
Bing,27,20
kagi.com,22,3
youtube.com,4,3
blogs.vmware.com,2,1
DuckDuckGo,1,1
claude.ai,1,1
static.rainfocus.com,1,1
