referrer,views_total,views_unique
Google,232,124
vmware.github.io,145,40
github.com,71,17
Bing,17,10
blogs.vmware.com,15,5
teams.public.onecdn.static.microsoft,8,7
confluence.int.abnamro.com,8,2
DuckDuckGo,6,2
search.brave.com,5,1
youtube.com,5,1
