referrer,views_total,views_unique
vmware.github.io,284,69
github.com,88,23
Google,60,30
Bing,20,14
DuckDuckGo,5,2
confluence.int.abnamro.com,3,1
search.brave.com,2,1
vmware-github-io.translate.goog,2,1
blogs.vmware.com,1,1
github-vcf.devops.broadcom.net,1,1
