referrer,views_total,views_unique
Google,194,109
vmware.github.io,127,40
github.com,38,25
Bing,6,4
youtube.com,5,2
DuckDuckGo,2,2
linkedin.com,2,1
statics.teams.cdn.office.net,2,1
github-vcf.devops.broadcom.net,1,1
