referrer,views_total,views_unique
vmware.github.io,264,49
Bing,84,18
Google,76,19
github.com,53,14
youtube.com,30,5
statics.teams.cdn.office.net,3,3
DuckDuckGo,3,2
safe.menlosecurity.com,2,2
confluence.int.abnamro.com,2,1
static.rainfocus.com,2,1
