referrer,views_total,views_unique
Google,215,130
vmware.github.io,115,46
github.com,23,15
Bing,19,8
blogs.vmware.com,7,3
search.brave.com,7,2
community.broadcom.com,5,3
teams.public.onecdn.static.microsoft,5,2
DuckDuckGo,1,1
safe.menlosecurity.com,1,1
