referrer,views_total,views_unique
Google,344,161
vmware.github.io,206,60
github.com,66,35
Bing,24,12
chatgpt.com,10,5
blogs.vmware.com,9,2
community.broadcom.com,3,3
search.brave.com,2,2
appleid.apple.com,1,1
perplexity.ai,1,1
