referrer,views_total,views_unique
vmware.github.io,271,61
github.com,84,28
Google,27,14
Bing,25,14
youtube.com,8,3
DuckDuckGo,5,3
confluence.int.abnamro.com,3,1
statics.teams.cdn.office.net,2,2
static.rainfocus.com,2,1
vmware-github-io.translate.goog,2,1
