referrer,views_total,views_unique
Google,280,154
vmware.github.io,153,37
github.com,85,20
Bing,28,15
teams.public.onecdn.static.microsoft,11,9
github-vcf.devops.broadcom.net,9,1
confluence.int.abnamro.com,7,1
DuckDuckGo,6,2
blogs.vmware.com,3,3
search.brave.com,3,1
