url_path,views_total,views_unique
/vmware/Holodeck,140,85
/vmware/Holodeck/issues,113,42
/vmware/Holodeck/blob/main/docs/index.md,36,22
/vmware/Holodeck/tree/main/docs,24,15
/vmware/Holodeck/actions,20,2
/vmware/Holodeck/issues/46,19,14
/vmware/Holodeck/issues/94,15,13
/vmware/Holodeck/issues/43,11,9
/vmware/Holodeck/blob/main/docs/offline_depot.md,11,8
/vmware/Holodeck/issues/110,9,8
