referrer,views_total,views_unique
Google,231,126
vmware.github.io,192,55
github.com,34,19
community.broadcom.com,14,8
Bing,11,8
DuckDuckGo,7,2
statics.teams.cdn.office.net,5,3
youtube.com,3,3
