referrer,views_total,views_unique
vmware.github.io,264,56
github.com,81,25
Google,26,15
Bing,19,12
DuckDuckGo,6,2
confluence.int.abnamro.com,3,1
search.brave.com,2,1
vmware-github-io.translate.goog,2,1
blogs.vmware.com,1,1
github-vcf.devops.broadcom.net,1,1
