referrer,views_total,views_unique
Google,285,161
vmware.github.io,156,41
github.com,86,20
Bing,28,14
teams.public.onecdn.static.microsoft,12,9
github-vcf.devops.broadcom.net,9,1
confluence.int.abnamro.com,7,1
DuckDuckGo,6,2
search.brave.com,3,1
blogs.vmware.com,2,2
