referrer,views_total,views_unique
Google,220,132
vmware.github.io,119,45
github.com,24,15
Bing,19,8
search.brave.com,7,2
blogs.vmware.com,6,2
teams.public.onecdn.static.microsoft,5,2
community.broadcom.com,4,3
DuckDuckGo,1,1
safe.menlosecurity.com,1,1
