referrer,views_total,views_unique
vmware.github.io,249,48
Bing,104,19
Google,101,18
youtube.com,49,6
github.com,48,9
safe.menlosecurity.com,4,3
statics.teams.cdn.office.net,3,3
confluence.int.abnamro.com,3,1
DuckDuckGo,2,2
static.rainfocus.com,2,1
