referrer,views_total,views_unique
Google,228,130
vmware.github.io,124,43
community.broadcom.com,34,20
github.com,25,12
youtube.com,9,3
Bing,7,5
statics.teams.cdn.office.net,4,2
blogs.vmware.com,2,2
search.brave.com,1,1
