referrer,views_total,views_unique
vmware.github.io,279,68
github.com,92,25
Google,53,28
Bing,22,15
DuckDuckGo,5,2
confluence.int.abnamro.com,3,1
search.brave.com,2,1
vmware-github-io.translate.goog,2,1
blogs.vmware.com,1,1
github-vcf.devops.broadcom.net,1,1
